SkillID,JobID,SkillName,ProficiencyLevel
296,107,Housekeeping,Basic
297,107,Laundry,Basic
298,107,Childcare,Basic
299,108,Vehicle Maintenance,Advanced
300,108,Driving,Intermediate
301,108,Heavy Vehicle Driving,Basic
302,109,Masonry,Advanced
303,109,Painting,Advanced
304,109,Shuttering Carpentry,Intermediate
305,109,Plumbing,Basic
306,109,Electrical,Basic
307,110,Construction Supervision,Basic
308,110,Welding,Intermediate
309,110,Bar Bending,Basic
310,111,Machine Operation,Advanced
311,111,Welding,Advanced
312,111,Quality Inspection,Advanced
313,111,Metal Fabrication,Advanced
314,112,First Aid,Advanced
315,112,Health Aide,Intermediate
316,112,Elderly Care,Advanced
317,112,Nursing,Basic
318,112,Childcare,Intermediate
319,113,Childcare,Advanced
320,113,Health Aide,Intermediate
321,113,Elderly Care,Basic
322,114,Shuttering Carpentry,Intermediate
323,114,Front Desk Operations,Basic
324,115,Childcare,Advanced
325,115,Home Cleaning,Advanced
326,115,Cooking,Basic
327,115,Caregiving,Intermediate
328,115,Housekeeping,Intermediate
329,116,Sewing,Advanced
330,116,Tailoring,Basic
331,116,Garment Quality Control,Intermediate
332,117,Barista Skills,Basic
333,117,Banquet Service,Advanced
334,117,Guest Relations,Basic
335,117,Serving,Intermediate
336,117,Front Desk Operations,Advanced
337,118,Caregiving,Advanced
338,118,First Aid,Advanced
339,118,Childcare,Intermediate
340,119,Shuttering Carpentry,Advanced
341,120,Hotel Housekeeping,Advanced
342,120,Food Preparation,Intermediate
343,120,Serving,Basic
344,120,Front Desk Operations,Advanced
345,120,Barista Skills,Advanced
346,121,Welding,Advanced
347,121,Machine Operation,Basic
348,121,Quality Inspection,Advanced
349,121,Metal Fabrication,Basic
350,122,Cooking,Intermediate
351,122,Caregiving,Intermediate
352,122,Childcare,Intermediate
353,122,Laundry,Basic
354,123,Machine Operation,Intermediate
355,124,Beauty Therapy,Advanced
356,124,Makeup Artistry,Basic
357,124,Hairdressing,Basic
358,125,Sewing,Advanced
359,125,Garment Quality Control,Advanced
360,125,Textile Machine Operation,Basic
361,126,Home Cleaning,Basic
362,126,Cooking,Intermediate
363,126,Caregiving,Basic
364,126,Childcare,Basic
365,126,Housekeeping,Basic
366,127,Sewing,Advanced
367,127,Textile Machine Operation,Advanced
368,127,Tailoring,Basic
369,127,Garment Quality Control,Basic
370,128,Beauty Therapy,Intermediate
371,128,Makeup Artistry,Advanced
372,128,Hairdressing,Basic
373,129,Health Aide,Intermediate
374,130,Sewing,Advanced
375,130,Tailoring,Basic
376,130,Textile Machine Operation,Advanced
377,131,Carpentry,Advanced
378,132,Accounting,Intermediate
379,132,Bookkeeping,Basic
380,132,MS Office,Advanced
381,132,Excel,Advanced
382,132,Administrative Support,Intermediate
383,133,Quality Inspection,Basic
384,133,Machine Operation,Basic
385,134,Childcare,Advanced
386,135,Sewing,Advanced
387,135,Tailoring,Intermediate
388,135,Garment Quality Control,Intermediate
389,136,Horticulture,Advanced
390,136,Fishing,Basic
391,136,Farming,Advanced
392,136,Livestock Management,Basic
393,137,Housekeeping,Intermediate
394,137,Home Cleaning,Intermediate
395,137,Laundry,Intermediate
396,137,Childcare,Basic
397,137,Cooking,Basic
398,138,Laundry,Advanced
399,139,Guest Relations,Advanced
400,139,Barista Skills,Intermediate
401,139,Front Desk Operations,Intermediate
402,139,Hotel Housekeeping,Intermediate
403,139,Food Preparation,Basic
404,140,Fishing,Basic
405,140,Horticulture,Intermediate
406,140,Livestock Management,Basic
407,140,Farming,Advanced
408,141,Forklift Operation,Intermediate
409,141,Delivery Driving,Basic
410,141,Vehicle Maintenance,Intermediate
411,141,Heavy Vehicle Driving,Advanced
412,142,Shuttering Carpentry,Intermediate
413,143,Metal Fabrication,Basic
414,143,Welding,Basic
415,144,Tiling,Advanced
416,145,Banquet Service,Basic
417,145,Guest Relations,Advanced
418,145,Kitchen Assistance,Intermediate
419,145,Barista Skills,Advanced
420,145,Hotel Housekeeping,Advanced
421,146,Delivery Driving,Intermediate
422,146,Vehicle Maintenance,Basic
423,146,Driving,Advanced
424,147,Childcare,Basic
425,147,Health Aide,Advanced
426,148,Food Preparation,Advanced
427,148,Kitchen Assistance,Advanced
428,148,Hotel Housekeeping,Basic
429,149,Driving,Advanced
430,149,Delivery Driving,Intermediate
431,149,Heavy Vehicle Driving,Advanced
432,149,Forklift Operation,Basic
433,149,Vehicle Maintenance,Intermediate
434,150,Cooking,Basic
435,150,Housekeeping,Basic
436,150,Childcare,Basic
437,150,Home Cleaning,Advanced
438,151,Patient Care,Intermediate
439,152,Construction Supervision,Basic
440,152,Electrical,Intermediate
441,152,Shuttering Carpentry,Advanced
442,152,Bar Bending,Advanced
443,152,Welding,Advanced
444,153,Driving,Basic
445,153,Heavy Vehicle Driving,Basic
446,153,Vehicle Maintenance,Advanced
447,154,Housekeeping,Intermediate
448,154,Caregiving,Advanced
449,154,Home Cleaning,Basic
450,155,Metal Fabrication,Advanced
451,156,Farming,Advanced
452,156,Livestock Management,Advanced
453,156,Horticulture,Basic
454,157,Caregiving,Intermediate
455,157,Elderly Care,Basic
456,158,Security Guarding,Basic
457,159,Teaching Assistance,Intermediate
458,159,Heavy Vehicle Driving,Advanced
459,159,Tiling,Advanced
460,159,Welding,Intermediate
461,159,Housekeeping,Advanced
462,160,Electrical,Intermediate
463,161,Inventory Management,Intermediate
464,162,Home Cleaning,Intermediate
465,162,Childcare,Advanced
466,162,Housekeeping,Basic
467,162,Caregiving,Advanced
468,162,Cooking,Advanced
469,163,Home Cleaning,Advanced
470,163,Laundry,Intermediate
471,163,Caregiving,Intermediate
472,163,Childcare,Advanced
473,164,Electrical,Advanced
474,164,Tiling,Advanced
475,165,CCTV Monitoring,Advanced
476,166,Fishing,Intermediate
477,166,Janitorial Skills,Basic
478,166,Data Entry,Intermediate
479,166,Driving,Basic
480,166,Bookkeeping,Advanced
481,167,Makeup Artistry,Basic
482,167,Hairdressing,Basic
483,167,Beauty Therapy,Intermediate
484,168,Home Cleaning,Advanced
485,168,Janitorial Skills,Advanced
486,169,Teaching Assistance,Advanced
487,170,First Aid,Advanced
488,170,Health Aide,Basic
489,170,Nursing,Advanced
490,171,Home Cleaning,Basic
491,171,Cooking,Basic
492,171,Childcare,Intermediate
493,171,Caregiving,Advanced
494,172,Bar Bending,Advanced
495,172,Plumbing,Advanced
496,172,Shuttering Carpentry,Basic
497,173,Home Cleaning,Advanced
498,173,Housekeeping,Advanced
499,173,Cooking,Basic
500,173,Caregiving,Basic
501,174,Facility Maintenance,Intermediate
502,175,Elderly Care,Basic
503,176,Childcare,Advanced
504,176,Home Cleaning,Intermediate
505,176,Housekeeping,Basic
506,176,Cooking,Advanced
507,177,Metal Fabrication,Intermediate
508,177,Machine Operation,Basic
509,177,Quality Inspection,Intermediate
510,177,Welding,Advanced
511,178,Painting,Intermediate
512,178,Welding,Intermediate
513,178,Bar Bending,Advanced
514,178,Construction Supervision,Intermediate
515,178,Masonry,Advanced
516,179,Inventory Management,Intermediate
517,180,Carpentry,Advanced
518,180,Painting,Intermediate
519,180,Electrical,Advanced
520,180,Tiling,Basic
521,180,Welding,Advanced
522,181,Sewing,Advanced
523,181,Tailoring,Basic
524,181,Textile Machine Operation,Basic
525,182,Facility Maintenance,Basic
526,183,Fishing,Advanced
527,184,Farming,Advanced
528,184,Livestock Management,Intermediate
529,184,Fishing,Intermediate
530,184,Horticulture,Intermediate
531,185,Guest Relations,Basic
532,185,Kitchen Assistance,Basic
533,185,Front Desk Operations,Advanced
534,185,Hotel Housekeeping,Basic
535,185,Serving,Intermediate
536,186,First Aid,Advanced
537,186,Caregiving,Advanced
538,186,Patient Care,Intermediate
539,186,Childcare,Advanced
540,187,Laundry,Basic
541,187,Housekeeping,Intermediate
542,188,Childcare,Advanced
543,189,Horticulture,Basic
544,189,Farming,Intermediate
545,189,Fishing,Intermediate
546,190,Hairdressing,Intermediate
547,191,Caregiving,Basic
548,192,Security Guarding,Advanced
549,192,CCTV Monitoring,Intermediate
550,193,Guest Relations,Intermediate
551,193,Banquet Service,Intermediate
552,194,Childcare,Intermediate
553,194,Housekeeping,Intermediate
554,194,Laundry,Intermediate
555,194,Home Cleaning,Intermediate
556,195,Textile Machine Operation,Basic
557,195,Sewing,Intermediate
558,195,Tailoring,Intermediate
559,196,Shuttering Carpentry,Advanced
560,197,Patient Care,Intermediate
561,197,Childcare,Basic
562,197,First Aid,Basic
563,197,Elderly Care,Basic
564,198,Logistics Coordination,Advanced
565,199,Home Cleaning,Intermediate
566,199,Laundry,Intermediate
567,199,Childcare,Intermediate
568,199,Cooking,Basic
569,199,Caregiving,Basic
570,200,Banquet Service,Basic
571,200,Kitchen Assistance,Intermediate
572,200,Front Desk Operations,Intermediate
573,200,Guest Relations,Basic
574,200,Food Preparation,Intermediate
575,201,Home Cleaning,Intermediate
576,202,MS Office,Basic
577,202,Bookkeeping,Basic
578,202,Accounting,Basic
579,202,Administrative Support,Basic
580,202,IT Skills,Intermediate
581,203,Tiling,Advanced
582,204,Welding,Basic
583,205,Electrical,Advanced
584,206,Shuttering Carpentry,Advanced
585,206,Construction Supervision,Advanced
586,206,Bar Bending,Intermediate
587,206,Carpentry,Basic
588,207,Tiling,Intermediate
589,207,Bar Bending,Intermediate
590,207,Plumbing,Advanced
591,208,Heavy Vehicle Driving,Advanced
592,208,Driving,Intermediate
593,209,Childcare,Advanced
594,209,Housekeeping,Intermediate
595,209,Cooking,Intermediate
596,209,Home Cleaning,Advanced
597,210,Machine Operation,Advanced
598,211,Childcare,Intermediate
599,211,Cooking,Advanced
600,211,Caregiving,Advanced
601,212,Masonry,Basic
602,212,Carpentry,Advanced
603,212,Construction Supervision,Intermediate
604,212,Shuttering Carpentry,Basic
605,212,Bar Bending,Advanced
606,213,Childcare,Advanced
607,213,Laundry,Intermediate
608,213,Caregiving,Advanced
609,214,Elderly Care,Intermediate
610,214,Nursing,Basic
611,215,Construction Supervision,Advanced
612,215,Welding,Intermediate
613,216,Tiling,Advanced
614,216,Electrical,Basic
615,216,Plumbing,Advanced
616,217,Barista Skills,Intermediate
617,218,Sewing,Intermediate
618,218,Tailoring,Advanced
619,218,Textile Machine Operation,Basic
620,219,Plumbing,Basic
621,219,Masonry,Advanced
622,220,Vehicle Maintenance,Advanced
623,220,Heavy Vehicle Driving,Basic
624,220,Driving,Advanced
625,221,Barista Skills,Advanced
626,221,Banquet Service,Advanced
627,222,Patient Care,Basic
628,222,Childcare,Intermediate
629,222,Retail Sales,Intermediate
630,222,Plumbing,Intermediate
631,222,Cooking,Intermediate
632,223,Farming,Advanced
633,224,Sewing,Intermediate
634,225,Front Desk Operations,Advanced
635,225,Kitchen Assistance,Intermediate
636,225,Food Preparation,Basic
637,225,Serving,Intermediate
638,225,Banquet Service,Basic
639,226,Beauty Therapy,Intermediate
640,226,Hairdressing,Advanced
641,226,Makeup Artistry,Advanced
642,227,Garment Quality Control,Advanced
643,227,Tailoring,Advanced
644,228,Banquet Service,Intermediate
645,228,Serving,Basic
646,228,Hotel Housekeeping,Basic
647,228,Barista Skills,Basic
648,228,Food Preparation,Advanced
649,229,Sewing,Basic
650,229,Tailoring,Basic
651,229,Textile Machine Operation,Intermediate
652,230,CCTV Monitoring,Intermediate
653,230,Security Guarding,Basic
654,231,Textile Machine Operation,Intermediate
655,231,Tailoring,Basic
656,231,Garment Quality Control,Advanced
657,231,Sewing,Intermediate
658,232,Hotel Housekeeping,Intermediate
659,232,Food Preparation,Advanced
660,232,Kitchen Assistance,Advanced
661,232,Barista Skills,Intermediate
662,233,Textile Machine Operation,Basic
663,233,Sewing,Intermediate
664,233,Tailoring,Intermediate
665,234,Plumbing,Advanced
666,234,Construction Supervision,Basic
667,234,Bar Bending,Advanced
668,235,Tailoring,Advanced
669,235,Textile Machine Operation,Basic
670,235,Sewing,Basic
671,236,Quality Inspection,Basic
672,236,Welding,Basic
673,236,Metal Fabrication,Advanced
674,236,Machine Operation,Advanced
675,237,Driving,Intermediate
676,237,Vehicle Maintenance,Advanced
677,238,Cooking,Basic
678,238,Childcare,Intermediate
679,238,Housekeeping,Intermediate
680,239,Childcare,Advanced
681,239,Cooking,Basic
682,239,Caregiving,Advanced
683,240,Childcare,Basic
684,240,Caregiving,Advanced
685,241,Childcare,Advanced
686,241,Caregiving,Basic
687,242,Carpentry,Advanced
688,243,Fishing,Basic
689,243,Livestock Management,Intermediate
690,244,Inventory Management,Advanced
691,244,Customer Service,Advanced
692,244,Retail Sales,Intermediate
693,245,Carpentry,Basic
694,245,Masonry,Basic
695,246,Inventory Management,Advanced
696,247,CCTV Monitoring,Basic
697,247,Security Guarding,Advanced
698,248,Metal Fabrication,Basic
699,248,Quality Inspection,Intermediate
700,248,Machine Operation,Advanced
701,248,Welding,Intermediate
702,249,Customer Service,Intermediate
703,249,Retail Sales,Basic
704,249,Inventory Management,Advanced
705,250,Home Cleaning,Advanced
706,250,Janitorial Skills,Advanced
707,251,Cooking,Intermediate
708,251,Housekeeping,Intermediate
709,252,Customer Service,Basic
710,253,Security Guarding,Advanced
711,253,CCTV Monitoring,Basic
712,254,Childcare,Basic
713,254,Home Cleaning,Intermediate
714,254,Laundry,Advanced
715,255,Caregiving,Intermediate
716,255,Childcare,Basic
717,256,Horticulture,Basic
718,256,Accounting,Intermediate
719,256,Fishing,Basic
720,256,Driving,Advanced
721,256,CCTV Monitoring,Intermediate
722,257,Welding,Advanced
723,257,Metal Fabrication,Intermediate
724,258,Tailoring,Intermediate
725,258,Sewing,Intermediate
726,258,Garment Quality Control,Intermediate
727,259,Front Desk Operations,Advanced
728,259,Banquet Service,Basic
729,259,Serving,Basic
730,259,Kitchen Assistance,Basic
731,260,Patient Care,Basic
732,260,Nursing,Intermediate
733,261,CCTV Monitoring,Intermediate
734,261,Security Guarding,Advanced
735,262,Sewing,Basic
736,262,Textile Machine Operation,Advanced
737,263,MS Office,Basic
738,263,Sewing,Intermediate
739,264,Accounting,Intermediate
740,264,Excel,Intermediate
741,265,Barista Skills,Basic
742,265,Hotel Housekeeping,Basic
743,265,Banquet Service,Basic
744,265,Front Desk Operations,Basic
745,266,Tiling,Basic
746,266,Bar Bending,Basic
747,266,Carpentry,Intermediate
748,266,Plumbing,Advanced
749,266,Construction Supervision,Intermediate
750,267,Patient Care,Basic
751,268,Elderly Care,Basic
752,268,Childcare,Advanced
753,268,First Aid,Basic
754,268,Nursing,Intermediate
755,268,Patient Care,Basic
756,269,Childcare,Basic
757,269,Cooking,Advanced
758,270,Food Preparation,Basic
759,270,Barista Skills,Advanced
760,270,Front Desk Operations,Advanced
761,270,Hotel Housekeeping,Basic
762,270,Kitchen Assistance,Advanced
763,271,Welding,Advanced
764,271,Construction Supervision,Intermediate
765,271,Electrical,Advanced
766,271,Shuttering Carpentry,Advanced
767,272,Nursing,Basic
768,272,Health Aide,Advanced
769,272,First Aid,Advanced
770,272,Elderly Care,Intermediate
771,273,Painting,Intermediate
772,273,Shuttering Carpentry,Basic
773,273,Electrical,Intermediate
774,273,Plumbing,Intermediate
775,274,Childcare,Intermediate
776,275,Accounting,Advanced
777,275,Administrative Support,Advanced
778,276,Inventory Management,Basic
779,277,Textile Machine Operation,Advanced
780,277,Tailoring,Basic
781,277,Garment Quality Control,Advanced
782,277,Sewing,Intermediate
783,278,Beauty Therapy,Advanced
784,278,Hairdressing,Advanced
785,279,Home Cleaning,Intermediate
786,279,Childcare,Intermediate
787,280,Caregiving,Advanced
788,280,Elderly Care,Advanced
789,281,Welding,Advanced
790,282,Customer Service,Intermediate
791,282,Retail Sales,Basic
792,282,Inventory Management,Intermediate
793,283,Retail Sales,Advanced
794,283,Customer Service,Basic
795,284,Food Preparation,Basic
796,284,Banquet Service,Basic
797,284,Kitchen Assistance,Basic
798,284,Serving,Advanced
799,285,Welding,Intermediate
800,285,Bar Bending,Basic
801,285,Carpentry,Basic
802,286,Banquet Service,Basic
803,286,Barista Skills,Intermediate
804,286,Front Desk Operations,Intermediate
805,286,Kitchen Assistance,Advanced
806,286,Hotel Housekeeping,Basic
807,287,Caregiving,Advanced
808,288,CCTV Monitoring,Basic
809,288,Hotel Housekeeping,Advanced
810,288,Carpentry,Basic
811,289,Garment Quality Control,Intermediate
812,289,Tailoring,Basic
813,289,Textile Machine Operation,Intermediate
814,289,Sewing,Advanced
815,290,Packing,Intermediate
816,290,Inventory Management,Basic
817,290,Logistics Coordination,Basic
818,291,Barista Skills,Intermediate
819,291,Kitchen Assistance,Intermediate
820,292,Guest Relations,Advanced
821,292,Food Preparation,Advanced
822,292,Serving,Basic
823,292,Front Desk Operations,Advanced
824,292,Barista Skills,Advanced
825,293,Barista Skills,Advanced
826,293,Food Preparation,Advanced
827,293,Front Desk Operations,Basic
828,293,Kitchen Assistance,Advanced
829,293,Hotel Housekeeping,Intermediate
830,294,Textile Machine Operation,Intermediate
831,294,Sewing,Intermediate
832,294,Garment Quality Control,Basic
833,294,Tailoring,Intermediate
834,295,Caregiving,Basic
835,296,Security Guarding,Advanced
836,296,CCTV Monitoring,Advanced
837,297,Shuttering Carpentry,Advanced
838,298,Tailoring,Intermediate
839,298,Garment Quality Control,Basic
840,298,Textile Machine Operation,Advanced
841,299,Heavy Vehicle Driving,Advanced
842,299,Driving,Advanced
843,299,Vehicle Maintenance,Advanced
844,300,Barista Skills,Basic
845,300,Food Preparation,Intermediate
846,300,Front Desk Operations,Advanced
847,300,Serving,Basic
848,301,Forklift Operation,Advanced
849,301,Heavy Vehicle Driving,Advanced
850,301,Vehicle Maintenance,Basic
851,302,Home Cleaning,Intermediate
852,302,Childcare,Basic
853,302,Cooking,Advanced
854,303,Welding,Advanced
855,303,Shuttering Carpentry,Basic
856,303,Carpentry,Advanced
857,303,Construction Supervision,Intermediate
858,304,Masonry,Intermediate
859,304,Bar Bending,Basic
860,304,Electrical,Intermediate
861,304,Plumbing,Intermediate
862,305,Inventory Management,Advanced
863,305,Retail Sales,Basic
864,305,Customer Service,Intermediate
865,306,Painting,Advanced
866,306,Plumbing,Advanced
867,306,Carpentry,Intermediate
868,306,Welding,Intermediate
869,306,Tiling,Basic
870,307,Laundry,Intermediate
871,307,Cooking,Basic
872,307,Home Cleaning,Intermediate
873,307,Housekeeping,Advanced
874,307,Caregiving,Advanced
875,308,Home Cleaning,Basic
876,309,Garment Quality Control,Intermediate
877,310,Nursing,Intermediate
878,310,Childcare,Basic
879,310,Health Aide,Basic
880,310,Elderly Care,Intermediate
881,311,Sewing,Intermediate
882,311,Textile Machine Operation,Advanced
883,311,Garment Quality Control,Basic
