LanguageID,PersonalID,LanguageName,ProficiencyLevel,ProofOfProficiency
250,115,French,Intermediate,
251,115,English,Basic,
252,115,Japanese,Advanced,Test Score
253,115,Hebrew,Intermediate,
254,116,English,Basic,
255,117,Tamil,Basic,
256,117,English,Advanced,None
257,118,Tamil,Basic,
258,118,English,Basic,
259,118,Sinhala,Basic,
260,119,Arabic,Intermediate,
261,120,English,Intermediate,
262,121,English,Intermediate,
263,121,Sinhala,Basic,
264,122,English,Intermediate,
265,122,Sinhala,Intermediate,
266,123,Tamil,Basic,
267,123,English,Advanced,None
268,123,Arabic,Intermediate,
269,124,Arabic,Fluent,Test Score
270,125,Hindi,Intermediate,
271,125,English,Intermediate,
272,126,English,Advanced,None
273,126,Sinhala,Basic,
274,127,Tamil,Intermediate,
275,127,English,Advanced,None
276,128,Korean,Intermediate,
277,128,Arabic,Advanced,None
278,129,English,Advanced,Certificate
279,129,Hebrew,Intermediate,
280,130,Tagalog,Intermediate,
281,130,English,Intermediate,
282,130,Japanese,Intermediate,
283,131,Arabic,Fluent,Certificate
284,132,Tamil,Basic,
285,132,Japanese,Intermediate,
286,133,Tamil,Fluent,Certificate
287,133,Arabic,Intermediate,
288,134,Arabic,Advanced,Certificate
289,135,English,Basic,
290,135,Arabic,Intermediate,
291,136,Tamil,Intermediate,
292,137,Hindi,Basic,
293,137,Tamil,Basic,
294,138,Sinhala,Fluent,Certificate
295,138,Hebrew,Advanced,None
296,139,French,Advanced,Test Score
297,139,Korean,Advanced,Test Score
298,139,English,Basic,
299,140,Arabic,Basic,
300,141,Korean,Basic,
301,141,English,Basic,
302,141,Italian,Basic,
303,142,English,Basic,
304,143,English,Fluent,Test Score
305,143,Arabic,Advanced,Certificate
306,143,Sinhala,Fluent,None
307,144,English,Fluent,None
308,145,Arabic,Basic,
309,145,Sinhala,Basic,
310,146,English,Intermediate,
311,146,Arabic,Advanced,None
312,146,Sinhala,Advanced,Certificate
313,147,English,Intermediate,
314,147,Sinhala,Basic,
315,148,Arabic,Intermediate,
316,148,English,Fluent,Certificate
317,148,Japanese,Basic,
318,149,German,Advanced,None
319,150,Hebrew,Intermediate,
320,150,Korean,Basic,
321,150,English,Intermediate,
322,150,Sinhala,Advanced,Certificate
323,151,Arabic,Basic,
324,152,Tamil,Basic,
325,152,Sinhala,Intermediate,
326,153,Korean,Fluent,Certificate
327,153,Arabic,Intermediate,
328,153,Sinhala,Intermediate,
329,154,Sinhala,Advanced,None
330,155,French,Intermediate,
331,155,Arabic,Fluent,Test Score
332,155,Sinhala,Basic,
333,156,Tamil,Advanced,Test Score
334,156,Korean,Basic,
335,156,Arabic,Advanced,Certificate
336,157,English,Basic,
337,157,Arabic,Intermediate,
338,158,Hindi,Advanced,None
339,158,Hebrew,Basic,
340,158,Arabic,Advanced,Certificate
341,158,Sinhala,Basic,
342,159,Tamil,Intermediate,
343,159,English,Basic,
344,160,Arabic,Basic,
345,161,Korean,Basic,
346,161,English,Intermediate,
347,161,Arabic,Intermediate,
348,162,English,Advanced,None
349,162,Japanese,Basic,
350,163,Korean,Basic,
351,163,English,Intermediate,
352,164,Tamil,Advanced,None
353,164,English,Basic,
354,164,Sinhala,Intermediate,
355,165,Tamil,Basic,
356,165,English,Basic,
357,165,Japanese,Intermediate,
358,166,Sinhala,Basic,
359,167,Tamil,Advanced,Certificate
360,167,Japanese,Basic,
361,167,Sinhala,Basic,
362,168,French,Basic,
363,168,English,Intermediate,
364,168,Arabic,Advanced,Certificate
365,169,English,Basic,
366,170,Tamil,Basic,
367,170,Sinhala,Basic,
368,171,Arabic,Advanced,Certificate
369,171,Sinhala,Intermediate,
370,172,English,Basic,
371,172,Sinhala,Basic,
372,173,Sinhala,Intermediate,
373,174,English,Advanced,Test Score
374,174,Arabic,Intermediate,
375,174,Sinhala,Basic,
376,175,Tamil,Basic,
377,175,Korean,Intermediate,
378,175,English,Basic,
379,176,English,Advanced,Test Score
380,176,Arabic,Advanced,None
381,177,English,Intermediate,
382,177,Japanese,Fluent,Test Score
383,178,English,Intermediate,
384,179,Arabic,Basic,
385,180,Tamil,Intermediate,
386,181,English,Fluent,Test Score
387,181,Arabic,Basic,
388,182,Tamil,Basic,
389,182,English,Basic,
390,182,Arabic,Basic,
391,183,French,Intermediate,
392,183,English,Intermediate,
393,183,Japanese,Intermediate,
394,183,Sinhala,Basic,
395,184,Korean,Advanced,Certificate
396,184,Arabic,Advanced,None
397,185,English,Basic,
398,185,Arabic,Basic,
399,186,Arabic,Intermediate,
400,187,French,Intermediate,
401,187,English,Advanced,Certificate
402,188,English,Intermediate,
403,189,English,Fluent,Test Score
404,189,Arabic,Basic,
405,189,Hebrew,Basic,
406,190,Korean,Advanced,None
407,190,English,Fluent,Test Score
408,190,Arabic,Basic,
409,190,Japanese,Basic,
410,191,English,Basic,
411,191,Arabic,Basic,
412,192,Tamil,Basic,
413,192,Arabic,Intermediate,
414,193,French,Intermediate,
415,194,Tamil,Basic,
416,194,Sinhala,Fluent,None
417,195,English,Intermediate,
418,195,Arabic,Advanced,None
419,196,English,Advanced,None
420,197,Arabic,Fluent,None
421,197,Japanese,Advanced,Certificate
422,197,Sinhala,Advanced,None
423,198,Japanese,Basic,
424,198,Sinhala,Fluent,Test Score
425,199,English,Advanced,Test Score
426,199,Arabic,Basic,
427,200,Tamil,Fluent,None
428,201,Tamil,Basic,
429,201,Sinhala,Intermediate,
430,202,Hebrew,Advanced,Certificate
431,202,Korean,Intermediate,
432,202,English,Basic,
433,202,Sinhala,Advanced,None
434,203,Tamil,Intermediate,
435,204,Hindi,Basic,
436,204,English,Basic,
437,205,English,Basic,
438,206,Arabic,Basic,
439,206,English,Intermediate,
440,206,Tagalog,Intermediate,
441,207,Arabic,Basic,
442,207,Tagalog,Intermediate,
443,207,English,Basic,
444,208,Hindi,Intermediate,
445,208,Tagalog,Basic,
446,208,Tamil,Intermediate,
447,208,Arabic,Advanced,Test Score
448,209,Sinhala,Intermediate,
449,210,English,Advanced,Test Score
450,211,Tagalog,Basic,
451,212,Tamil,Fluent,Test Score
452,212,English,Intermediate,
453,212,Arabic,Advanced,Test Score
454,213,Arabic,Basic,
455,214,German,Basic,
456,215,Tamil,Advanced,None
457,215,English,Basic,
458,215,Arabic,Basic,
459,216,Hindi,Basic,
460,217,Tamil,Fluent,Certificate
461,217,English,Intermediate,
462,218,Korean,Intermediate,
463,218,English,Fluent,Certificate
464,218,Arabic,Basic,
465,219,English,Basic,
466,219,Arabic,Basic,
467,220,English,Basic,
468,220,Arabic,Intermediate,
469,220,Hebrew,Basic,
470,221,Arabic,Basic,
471,221,Hebrew,Intermediate,
472,222,Arabic,Basic,
473,223,Hindi,Intermediate,
474,223,English,Basic,
475,223,Japanese,Advanced,None
476,223,Hebrew,Advanced,Test Score
477,224,English,Advanced,None
478,224,Sinhala,Intermediate,
479,225,Tamil,Fluent,None
480,225,Sinhala,Advanced,Certificate
481,226,English,Basic,
482,227,English,Intermediate,
483,228,Tamil,Basic,
484,228,Arabic,Advanced,Test Score
485,229,English,Intermediate,
486,230,English,Basic,
487,230,Arabic,Advanced,Certificate
488,231,English,Advanced,Certificate
489,232,Hindi,Fluent,None
490,233,Arabic,Fluent,Certificate
491,233,Sinhala,Advanced,Certificate
492,234,English,Advanced,None
493,235,German,Intermediate,
494,235,Tamil,Intermediate,
495,235,English,Basic,
496,236,French,Advanced,None
497,236,Arabic,Basic,
498,237,Tamil,Basic,
499,238,Tamil,Intermediate,
500,238,English,Advanced,Test Score
501,239,Hindi,Basic,
502,239,English,Advanced,None
503,240,Tamil,Advanced,Test Score
504,240,English,Advanced,None
505,240,Arabic,Fluent,Test Score
506,241,Hindi,Advanced,Test Score
507,241,English,Intermediate,
508,241,Arabic,Advanced,Test Score
509,242,Sinhala,Intermediate,
510,243,Tamil,Basic,
511,243,Korean,Advanced,Certificate
512,243,Sinhala,Intermediate,
513,244,Sinhala,Fluent,Test Score
514,245,German,Intermediate,
515,245,Arabic,Basic,
516,245,Hebrew,Intermediate,
517,246,Japanese,Intermediate,
518,246,Arabic,Intermediate,
519,246,Hebrew,Basic,
520,247,German,Basic,
521,247,Tamil,Intermediate,
522,247,Arabic,Basic,
523,247,Sinhala,Intermediate,
524,248,Korean,Intermediate,
525,249,Tamil,Basic,
526,249,Arabic,Intermediate,
527,249,Sinhala,Advanced,Certificate
528,250,Tamil,Advanced,Certificate
529,250,Hebrew,Intermediate,
530,250,Sinhala,Advanced,None
531,251,English,Fluent,Test Score
532,252,Tamil,Intermediate,
533,252,English,Intermediate,
534,253,Tamil,Fluent,Test Score
535,254,Tamil,Intermediate,
536,254,English,Intermediate,
537,255,Hindi,Intermediate,
538,255,Tamil,Advanced,Certificate
539,255,English,Intermediate,
540,255,Arabic,Basic,
541,256,Sinhala,Intermediate,
542,257,English,Basic,
543,257,Arabic,Advanced,Certificate
544,258,Hindi,Intermediate,
545,258,Arabic,Intermediate,
546,258,Hebrew,Advanced,Certificate
547,259,English,Basic,
548,259,Arabic,Advanced,None
549,260,Hindi,Intermediate,
550,260,Tamil,Advanced,Certificate
551,260,Arabic,Advanced,Test Score
552,261,English,Fluent,None
553,261,Italian,Intermediate,
554,262,Arabic,Intermediate,
555,263,Tagalog,Intermediate,
556,263,Italian,Basic,
557,264,Tamil,Basic,
558,264,Korean,Advanced,None
559,264,Hebrew,Basic,
560,265,English,Basic,
561,266,English,Basic,
562,266,Arabic,Basic,
563,267,Sinhala,Fluent,Certificate
564,267,Arabic,Basic,
565,267,Hebrew,Fluent,None
566,268,English,Advanced,Test Score
567,269,German,Intermediate,
568,269,Korean,Basic,
569,269,English,Advanced,Certificate
570,269,Hebrew,Intermediate,
571,270,English,Intermediate,
572,270,Arabic,Basic,
573,271,Arabic,Advanced,None
574,272,Arabic,Intermediate,
575,273,German,Basic,
576,273,Korean,Fluent,Certificate
577,274,English,Basic,
578,275,Tamil,Advanced,None
579,275,Hebrew,Basic,
580,276,English,Intermediate,
581,276,Japanese,Basic,
582,277,Korean,Intermediate,
583,278,Hindi,Advanced,Certificate
584,278,Italian,Intermediate,
585,278,Arabic,Basic,
586,278,Korean,Basic,
587,279,English,Intermediate,
588,279,Arabic,Basic,
589,280,Japanese,Intermediate,
590,280,Sinhala,Basic,
591,281,English,Basic,
592,282,French,Basic,
593,283,English,Basic,
594,283,Sinhala,Basic,
595,284,Korean,Basic,
596,284,Arabic,Basic,
597,285,German,Advanced,None
598,285,English,Intermediate,
599,285,Arabic,Basic,
600,286,Arabic,Basic,
601,286,Sinhala,Basic,
602,287,German,Advanced,Certificate
603,287,Arabic,Intermediate,
604,288,English,Basic,
605,289,Tagalog,Intermediate,
606,289,English,Intermediate,
607,289,Arabic,Basic,
608,289,Sinhala,Basic,
609,290,English,Advanced,None
610,290,Arabic,Basic,
611,290,Hebrew,Basic,
612,291,German,Basic,
613,291,Tamil,Intermediate,
614,291,Korean,Basic,
615,291,English,Intermediate,
616,292,Hindi,Advanced,Test Score
617,292,English,Basic,
618,292,Japanese,Fluent,Test Score
619,293,Arabic,Fluent,Test Score
620,293,Sinhala,Basic,
621,294,Sinhala,Intermediate,
622,295,Tamil,Intermediate,
623,295,English,Basic,
624,296,English,Basic,
625,297,Tagalog,Fluent,Certificate
626,298,German,Basic,
627,299,Tamil,Advanced,Test Score
628,299,Arabic,Basic,
629,299,Sinhala,Fluent,Test Score
630,300,Tamil,Basic,
631,300,Arabic,Basic,
632,301,Hindi,Intermediate,
633,301,English,Basic,
634,302,Hindi,Basic,
635,302,English,Advanced,Certificate
636,303,English,Basic,
637,304,Tamil,Basic,
638,304,English,Intermediate,
639,304,Arabic,Advanced,None
640,305,Korean,Advanced,None
641,306,English,Intermediate,
642,306,Arabic,Advanced,None
643,307,Korean,Advanced,Test Score
644,307,English,Intermediate,
645,307,Japanese,Fluent,Test Score
646,308,English,Intermediate,
647,309,Arabic,Basic,
648,310,English,Intermediate,
649,311,Arabic,Intermediate,
650,311,Italian,Advanced,None
651,311,English,Intermediate,
652,312,English,Intermediate,
653,312,Arabic,Intermediate,
654,313,English,Fluent,Test Score
655,313,Arabic,Basic,
656,314,Tamil,Advanced,None
657,314,Arabic,Advanced,Certificate
658,314,Japanese,Intermediate,
659,314,English,Advanced,Test Score
660,315,French,Intermediate,
661,316,German,Basic,
662,316,Italian,Intermediate,
663,316,Arabic,Intermediate,
664,316,Japanese,Intermediate,
665,317,Hindi,Basic,
666,317,Tamil,Basic,
667,317,English,Intermediate,
668,318,Tamil,Basic,
669,318,Arabic,Intermediate,
670,318,Sinhala,Advanced,Test Score
671,319,English,Intermediate,
672,320,Tamil,Basic,
673,320,Arabic,Basic,
674,321,Tamil,Advanced,Certificate
675,321,Hebrew,Intermediate,
676,322,Arabic,Advanced,None
677,323,Sinhala,Intermediate,
678,323,Arabic,Fluent,Test Score
679,323,Hebrew,Basic,
680,324,Tamil,Basic,
681,324,English,Basic,
682,325,Hindi,Basic,
683,325,Korean,Intermediate,
684,325,English,Intermediate,
685,326,Hindi,Intermediate,
686,326,French,Advanced,Test Score
687,326,German,Fluent,Certificate
688,326,English,Advanced,Test Score
689,327,Arabic,Basic,
690,328,Hindi,Fluent,Certificate
691,328,Tamil,Advanced,None
692,328,English,Basic,
693,329,Sinhala,Intermediate,
694,330,English,Basic,
695,331,Korean,Intermediate,
696,331,Arabic,Basic,
697,332,English,Basic,
698,332,Arabic,Basic,
699,333,German,Advanced,Certificate
700,333,Arabic,Basic,
701,334,English,Basic,
702,334,Arabic,Basic,
703,335,English,Advanced,Test Score
704,335,Arabic,Fluent,None
705,336,English,Basic,
706,337,English,Fluent,None
707,338,Arabic,Basic,
708,338,English,Intermediate,
709,338,Italian,Fluent,Certificate
710,339,Arabic,Basic,
711,340,Arabic,Intermediate,
712,341,Sinhala,Basic,
713,342,English,Basic,
714,342,Arabic,Intermediate,
715,343,Tamil,Advanced,Test Score
716,343,French,Advanced,Certificate
717,343,English,Intermediate,
718,344,English,Advanced,Certificate
719,344,Arabic,Intermediate,
720,344,Sinhala,Basic,
721,345,French,Advanced,None
722,345,Arabic,Advanced,Certificate
723,345,Japanese,Fluent,None
724,346,English,Basic,
725,347,Korean,Basic,
726,347,French,Advanced,Certificate
727,347,Arabic,Advanced,Certificate
728,348,Tamil,Basic,
729,348,English,Fluent,Test Score
730,348,Japanese,Intermediate,
731,348,Sinhala,Intermediate,
732,349,German,Basic,
733,349,English,Fluent,Certificate
734,349,Arabic,Intermediate,
735,350,Arabic,Intermediate,
736,350,Sinhala,Advanced,None
737,351,English,Basic,
738,352,English,Advanced,None
739,352,Arabic,Basic,
740,353,Arabic,Advanced,Certificate
741,353,Sinhala,Intermediate,
742,354,Tamil,Basic,
743,354,Italian,Intermediate,
744,355,Arabic,Fluent,None
745,356,English,Advanced,Certificate
746,356,Arabic,Basic,
747,357,Sinhala,Intermediate,
748,357,Tamil,Basic,
749,357,Hebrew,Fluent,Test Score
750,358,Tamil,Advanced,Test Score
751,358,English,Fluent,Test Score
752,358,Sinhala,Intermediate,
753,359,English,Intermediate,
754,359,Arabic,Advanced,Certificate
755,359,Sinhala,Intermediate,
756,360,Hindi,Fluent,None
757,360,English,Fluent,None
758,361,English,Intermediate,
759,361,Sinhala,Intermediate,
760,362,English,Advanced,Test Score
761,362,Arabic,Basic,
762,363,English,Intermediate,
763,363,Sinhala,Advanced,Certificate
764,364,Korean,Fluent,Certificate
765,364,English,Intermediate,
766,364,Hebrew,Basic,
767,365,Tagalog,Advanced,None
768,365,Japanese,Basic,
769,366,Arabic,Advanced,None
770,366,Hebrew,Advanced,Certificate
771,367,Italian,Basic,
772,368,English,Basic,
773,368,Arabic,Basic,
774,369,English,Intermediate,
775,369,Arabic,Advanced,None
776,369,Hebrew,Basic,
777,370,English,Basic,
778,371,Tamil,Intermediate,
779,371,English,Intermediate,
780,372,English,Intermediate,
781,372,Arabic,Intermediate,
782,372,Sinhala,Advanced,Test Score
783,373,Tamil,Advanced,None
784,373,Japanese,Intermediate,
785,374,German,Basic,
786,374,Sinhala,Advanced,Test Score
787,375,Italian,Intermediate,
788,376,English,Basic,
789,376,Arabic,Basic,
790,377,Sinhala,Basic,
791,378,Tamil,Advanced,Test Score
792,378,Japanese,Basic,
793,379,German,Intermediate,
794,379,English,Intermediate,
795,379,Japanese,Advanced,None
796,379,Sinhala,Basic,
797,380,English,Fluent,Test Score
798,380,Arabic,Advanced,None
799,380,Japanese,Basic,
800,381,Tamil,Advanced,Certificate
801,381,French,Intermediate,
802,381,English,Intermediate,
803,382,Tamil,Basic,
804,382,English,Intermediate,
805,383,Japanese,Fluent,Test Score
806,384,Arabic,Advanced,Test Score
807,385,English,Basic,
808,385,Arabic,Advanced,Test Score
809,386,Italian,Intermediate,
810,387,Italian,Basic,
811,388,English,Basic,
812,388,Arabic,Intermediate,
813,389,English,Intermediate,
814,389,Arabic,Basic,
815,390,Arabic,Basic,
816,390,Sinhala,Basic,
817,391,Japanese,Advanced,Test Score
818,392,Tamil,Advanced,Test Score
819,392,French,Fluent,Test Score
820,393,English,Intermediate,
821,393,Arabic,Fluent,Test Score
822,394,English,Basic,
823,395,Arabic,Fluent,None
824,396,Tamil,Basic,
825,396,English,Intermediate,
826,396,Tagalog,Intermediate,
827,397,Arabic,Basic,
828,398,Arabic,Basic,
829,398,Japanese,Basic,
830,399,English,Basic,
831,399,Arabic,Intermediate,
832,400,Tamil,Intermediate,
833,400,English,Intermediate,
834,400,Arabic,Basic,
835,400,Hebrew,Intermediate,
836,401,French,Intermediate,
837,401,Hebrew,Intermediate,
838,402,Arabic,Fluent,Test Score
839,403,Tamil,Basic,
840,404,Tamil,Basic,
841,404,Arabic,Advanced,Certificate
842,404,Hebrew,Intermediate,
843,405,Korean,Basic,
844,405,English,Basic,
845,406,Arabic,Intermediate,
846,407,Tamil,Advanced,None
847,407,English,Basic,
848,408,English,Basic,
849,409,Sinhala,Intermediate,
850,410,English,Basic,
851,411,Korean,Basic,
852,411,English,Advanced,Test Score
853,411,Sinhala,Basic,
854,412,Arabic,Basic,
855,413,English,Advanced,Certificate
856,414,Arabic,Advanced,Certificate
857,415,Arabic,Intermediate,
858,416,Arabic,Advanced,Certificate
859,417,Tamil,Fluent,Test Score
860,417,Sinhala,Intermediate,
861,418,Hindi,Intermediate,
862,418,Tamil,Basic,
863,418,Arabic,Advanced,Certificate
864,418,Sinhala,Advanced,Certificate
865,419,Tamil,Advanced,Certificate
866,419,English,Advanced,Certificate
867,419,Arabic,Basic,
868,419,Japanese,Advanced,Certificate
869,420,English,Basic,
870,421,Italian,Basic,
871,421,English,Intermediate,
872,421,Arabic,Fluent,Certificate
873,421,Sinhala,Fluent,None
874,422,Arabic,Basic,
875,423,Hindi,Intermediate,
876,423,Tamil,Basic,
877,423,English,Basic,
878,424,English,Basic,
879,424,Arabic,Intermediate,
880,424,Sinhala,Intermediate,
881,425,Tamil,Basic,
882,425,Arabic,Fluent,None
883,425,Sinhala,Advanced,None
884,426,English,Advanced,Certificate
885,426,Arabic,Intermediate,
886,427,Tamil,Basic,
887,427,Korean,Advanced,None
888,427,Arabic,Basic,
889,428,Tamil,Advanced,Certificate
890,428,Korean,Intermediate,
891,428,English,Basic,
892,429,Sinhala,Intermediate,
893,430,Hindi,Basic,
894,431,German,Basic,
895,431,English,Basic,
896,431,Tagalog,Intermediate,
897,432,English,Basic,
898,432,Arabic,Basic,
899,432,Hebrew,Basic,
900,433,English,Basic,
901,434,Korean,Fluent,None
902,434,English,Intermediate,
903,434,Arabic,Intermediate,
904,435,Hindi,Basic,
905,435,Tagalog,Advanced,Certificate
906,435,Arabic,Basic,
907,435,Sinhala,Basic,
908,436,Sinhala,Basic,
909,437,English,Intermediate,
910,438,Arabic,Advanced,None
911,438,Japanese,Basic,
912,439,Tamil,Advanced,Certificate
913,439,English,Basic,
914,439,Japanese,Advanced,Certificate
915,439,Hebrew,Intermediate,
916,440,English,Basic,
917,441,Hebrew,Intermediate,
918,442,Tamil,Advanced,None
919,442,Korean,Basic,
920,442,English,Basic,
921,443,German,Basic,
922,443,English,Basic,
923,443,Sinhala,Advanced,Test Score
924,444,Tamil,Advanced,None
925,444,English,Intermediate,
926,445,Korean,Fluent,Certificate
